S.N.	E	Gam	phi	C	Neu	dil	ExDep	Bfill	Plthk	FAng	Inc	Sp	Len
1456	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.9	1.2
1457	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.9	1.0
1458	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	100	10.0	15	0.9	0.8
1459	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.5	1.2
1460	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.5	1.0
1461	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.5	0.8
1462	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.7	1.2
1463	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.7	1.0
1464	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.7	0.8
1465	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.9	1.2
1466	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.9	1.0
1467	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	5.0	15	0.9	0.8
1468	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.5	1.2
1469	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.5	1.0
1470	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.5	0.8
1471	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.7	1.2
1472	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.7	1.0
1473	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.7	0.8
1474	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.9	1.2
1475	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.9	1.0
1476	8000	22.5	26.0	5.0	0.35	0	6.0	21.0	200	10.0	15	0.9	0.8
1477	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.5	1.2
1478	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.5	1.0
1479	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.5	0.8
1480	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.7	1.2
1481	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.7	1.0
1482	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.7	0.8
1483	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.9	1.2
1484	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.9	1.0
1485	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	5.0	15	0.9	0.8
1486	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.5	1.2
1487	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.5	1.0
1488	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.5	0.8
1489	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.7	1.2
1490	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.7	1.0
1491	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.7	0.8
1492	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.9	1.2
1493	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.9	1.0
1494	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	100	10.0	15	0.9	0.8
1495	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.5	1.2
1496	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.5	1.0
1497	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.5	0.8
1498	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.7	1.2
1499	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.7	1.0
1500	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.7	0.8
1501	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.9	1.2
1502	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.9	1.0
1503	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	5.0	15	0.9	0.8
1504	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.5	1.2
1505	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.5	1.0
1506	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.5	0.8
1507	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.7	1.2
1508	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.7	1.0
1509	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.7	0.8
1510	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.9	1.2
1511	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.9	1.0
1512	8000	22.5	26.0	5.0	0.3	0	6.0	21.0	200	10.0	15	0.9	0.8
1513	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.2
1514	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.0
1515	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	0.8
1516	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.2
1517	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.0
1518	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	0.8
1519	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.2
1520	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.0
1521	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	0.8
1522	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.2
1523	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.0
1524	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	0.8
1525	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.2
1526	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.0
1527	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	0.8
1528	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.2
1529	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.0
1530	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	0.8
1531	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.2
1532	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.0
1533	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	0.8
1534	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.2
1535	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.0
1536	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	0.8
1537	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.2
1538	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.0
1539	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	0.8
1540	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.2
1541	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.0
1542	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	0.8
1543	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.2
1544	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.0
1545	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	0.8
1546	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.2
1547	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.0
1548	8000	22.5	30.0	25.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	0.8
1549	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.2
1550	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.0
1551	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	0.8
1552	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.2
1553	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.0
1554	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	0.8
1555	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.2
1556	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.0
1557	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	0.8
1558	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.2
1559	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.0
1560	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	0.8
1561	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.2
1562	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.0
1563	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	0.8
1564	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.2
1565	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.0
1566	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	0.8
1567	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.2
1568	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.0
1569	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	0.8
1570	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.2
1571	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.0
1572	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	0.8
1573	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.2
1574	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.0
1575	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	0.8
1576	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.2
1577	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.0
1578	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	0.8
1579	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.2
1580	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.0
1581	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	0.8
1582	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.2
1583	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.0
1584	8000	22.5	30.0	25.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	0.8
1585	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.2
1586	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.0
1587	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	0.8
1588	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.2
1589	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.0
1590	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	0.8
1591	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.2
1592	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.0
1593	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	0.8
1594	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.2
1595	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.0
1596	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	0.8
1597	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.2
1598	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.0
1599	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	0.8
1600	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.2
1601	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.0
1602	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	0.8
1603	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.2
1604	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.0
1605	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	0.8
1606	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.2
1607	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.0
1608	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	0.8
1609	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.2
1610	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.0
1611	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	0.8
1612	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.2
1613	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.0
1614	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	0.8
1615	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.2
1616	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.0
1617	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	0.8
1618	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.2
1619	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.0
1620	8000	22.5	30.0	15.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	0.8
1621	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.2
1622	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.0
1623	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	0.8
1624	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.2
1625	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.0
1626	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	0.8
1627	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.2
1628	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.0
1629	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	0.8
1630	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.2
1631	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.0
1632	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	0.8
1633	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.2
1634	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.0
1635	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	0.8
1636	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.2
1637	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.0
1638	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	0.8
1639	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.2
1640	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.0
1641	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	0.8
1642	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.2
1643	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.0
1644	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	0.8
1645	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.2
1646	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.0
1647	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	0.8
1648	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.2
1649	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.0
1650	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	0.8
1651	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.2
1652	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.0
1653	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	0.8
1654	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.2
1655	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.0
1656	8000	22.5	30.0	15.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	0.8
1657	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.2
1658	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	1.0
1659	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.5	0.8
1660	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.2
1661	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	1.0
1662	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.7	0.8
1663	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.2
1664	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	1.0
1665	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	5.0	15	0.9	0.8
1666	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.2
1667	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	1.0
1668	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.5	0.8
1669	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.2
1670	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	1.0
1671	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.7	0.8
1672	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.2
1673	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	1.0
1674	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	100	10.0	15	0.9	0.8
1675	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.2
1676	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	1.0
1677	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.5	0.8
1678	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.2
1679	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	1.0
1680	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.7	0.8
1681	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.2
1682	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	1.0
1683	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	5.0	15	0.9	0.8
1684	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.2
1685	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	1.0
1686	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.5	0.8
1687	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.2
1688	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	1.0
1689	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.7	0.8
1690	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.2
1691	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	1.0
1692	8000	22.5	30.0	5.0	0.35	0.0	6.0	25.0	200	10.0	15	0.9	0.8
1693	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.2
1694	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	1.0
1695	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.5	0.8
1696	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.2
1697	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	1.0
1698	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.7	0.8
1699	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.2
1700	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	1.0
1701	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	5.0	15	0.9	0.8
1702	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.2
1703	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	1.0
1704	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.5	0.8
1705	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.2
1706	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	1.0
1707	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.7	0.8
1708	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.2
1709	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	1.0
1710	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	100	10.0	15	0.9	0.8
1711	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.2
1712	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	1.0
1713	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.5	0.8
1714	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.2
1715	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	1.0
1716	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.7	0.8
1717	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.2
1718	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	1.0
1719	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	5.0	15	0.9	0.8
1720	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.2
1721	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	1.0
1722	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.5	0.8
1723	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.2
1724	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	1.0
1725	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.7	0.8
1726	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.2
1727	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	1.0
1728	8000	22.5	30.0	5.0	0.3	0.0	6.0	25.0	200	10.0	15	0.9	0.8
1729	8000	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.2
1730	8000	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	1.0
1731	8000	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.5	0.8
1732	8000	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.2
1733	8000	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	1.0
1734	8000	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.7	0.8
1735	8000	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.2
1736	8000	22.5	34.0	25.0	0.35	4.0	6.0	29.0	100	5.0	15	0.9	1.0
